================================================================================
📈 DAILY MARKET PROFILE & OPTIONS POST-MORTEM REPORT (2026-07-30)
================================================================================
This report details the conjoint GEX/PCR predictions, complete trade outcomes, 
and automated machine learning diagnostics compiled immediately following today's close.

--------------------------------------------------------------------------------
1. CONJOINT INDEX GEX & PCR MARKET STATE
--------------------------------------------------------------------------------
* NSE:NIFTY
  - Spot Close: 24317.15
  - Final PCR: 1.294 (Drift: -0.058)
  - Key Walls: Call Wall at 24600 | Put Wall at 24000
  - Gamma Flip Zone: 24300
  - Conjoint State: +GEX (Positive Gamma / Low Volatility)

* NSE:BANKNIFTY
  - Spot Close: 57147.50
  - Final PCR: 0.882 (Drift: 0.025)
  - Key Walls: Call Wall at 57500 | Put Wall at 57000
  - Gamma Flip Zone: 57100
  - Conjoint State: +GEX (Positive Gamma / Low Volatility)

--------------------------------------------------------------------------------
2. DAILY OPTIONS TRADES SUMMARY
--------------------------------------------------------------------------------
Symbol          | Strategy                     | Type   | Dir   | Entry   | Target  | SL      | Status        | P&L Pts
------------------------------------------------------------------------------------------------------------------------
ITC             | Monthly POC Reversion        | SWING  | LONG  | 287.80   | 290.00   | 281.00   | ACTIVE        | 0.00    
JINDALSTEL      | Balance Breakout Trap        | SWING  | SHORT | 1089.50  | 1060.45  | 1120.00  | STOP_LOSS_HIT | -30.50  
JIOFIN          | Monthly POC Reversion        | SWING  | LONG  | 236.81   | 237.00   | 232.00   | TARGET_HIT    | 0.19    
JSWENERGY       | Monthly POC Reversion        | SWING  | SHORT | 583.60   | 572.00   | 586.00   | TARGET_HIT    | 11.60   
JSWSTEEL        | Balance Breakout Trap        | SWING  | SHORT | 1276.20  | 1253.70  | 1304.50  | STOP_LOSS_HIT | -28.30  
JSWSTEEL        | Monthly Gap Fade Trap        | SWING  | LONG  | 1276.20  | 1285.00  | 1210.70  | TARGET_HIT    | -8.80   
JUBLFOOD        | Monthly POC Reversion        | SWING  | LONG  | 420.00   | 424.00   | 416.00   | TARGET_HIT    | 4.00    
KALYANKJIL      | Balance Breakout Trap        | SWING  | SHORT | 629.25   | 598.58   | 636.70   | STOP_LOSS_HIT | -7.45   
KAYNES          | Balance Breakout Trap        | SWING  | SHORT | 3628.70  | 3408.00  | 3732.90  | STOP_LOSS_HIT | -104.20 
KAYNES          | Monthly POC Reversion        | SWING  | LONG  | 3153.80  | 3170.00  | 3110.00  | TARGET_HIT    | 16.20   
KEI             | Balance Breakout Trap        | SWING  | LONG  | 4793.00  | 4927.25  | 4775.00  | STOP_LOSS_HIT | 18.00   
KEI             | Monthly POC Reversion        | SWING  | SHORT | 5438.50  | 5240.00  | 5460.00  | TARGET_HIT    | 198.50  
KFINTECH        | Monthly POC Reversion        | SWING  | SHORT | 884.15   | 848.00   | 894.00   | STOP_LOSS_HIT | -9.85   
KOTAKBANK       | Monthly POC Reversion        | SWING  | SHORT | 395.80   | 380.00   | 402.00   | ACTIVE        | 0.00    
NYKAA           | Monthly POC Reversion        | SWING  | SHORT | 310.35   | 302.00   | 312.00   | STOP_LOSS_HIT | -1.65   
OIL             | Monthly POC Reversion        | SWING  | SHORT | 417.60   | 417.00   | 478.00   | STOP_LOSS_HIT | -60.40  
ONGC            | Weekly Gap Fade Trap         | SWING  | LONG  | 242.92   | 252.00   | 237.93   | ACTIVE        | 0.00    
ONGC            | Monthly Gap Fade Trap        | SWING  | LONG  | 242.92   | 245.00   | 230.80   | ACTIVE        | 0.00    
PAGEIND         | Monthly Gap Fade Trap        | SWING  | SHORT | 40630.00 | 38590.00 | 43855.00 | ACTIVE        | 0.00    
PERSISTENT      | Monthly Gap Fade Trap        | SWING  | LONG  | 5597.90  | 4880.00  | 4311.70  | TARGET_HIT    | 717.90  
SRF             | Monthly Gap Fade Trap        | SWING  | SHORT | 2634.00  | 2700.00  | 2970.00  | TARGET_HIT    | -66.00  
